Filename,Predictions,Values
NO_crack/005-214.jpg,NO_crack,0.246475
NO_crack/005-222.jpg,crack,1.0
NO_crack/005-39.jpg,NO_crack,0.34304553
NO_crack/005-70.jpg,NO_crack,0.47807783
NO_crack/005-77.jpg,crack,0.9999993
NO_crack/005-96.jpg,NO_crack,0.37071535
NO_crack/005-97.jpg,NO_crack,0.055736482
NO_crack/006-129.jpg,crack,0.9999739
NO_crack/006-132.jpg,NO_crack,0.43276992
NO_crack/006-2.jpg,NO_crack,0.38272926
NO_crack/006-230.jpg,NO_crack,0.42206693
NO_crack/006-37.jpg,NO_crack,0.39143333
NO_crack/006-52.jpg,crack,0.99832565
NO_crack/006-79.jpg,crack,1.0
NO_crack/007-126.jpg,crack,0.75389016
NO_crack/007-197.jpg,NO_crack,0.062780134
NO_crack/007-198.jpg,NO_crack,0.18344815
NO_crack/007-209.jpg,NO_crack,0.036712606
NO_crack/007-22.jpg,NO_crack,0.32347074
NO_crack/007-227.jpg,crack,0.79540664
NO_crack/007-228.jpg,NO_crack,0.40501714
NO_crack/007-231.jpg,crack,1.0
NO_crack/007-50.jpg,crack,0.99996805
NO_crack/007-51.jpg,NO_crack,0.46140334
NO_crack/007-59.jpg,NO_crack,0.14816238
NO_crack/007-73.jpg,NO_crack,0.17997856
NO_crack/007-86.jpg,crack,0.9999999
NO_crack/008-142.jpg,crack,0.96513337
NO_crack/008-157.jpg,NO_crack,0.38113672
NO_crack/008-182.jpg,NO_crack,0.28412876
NO_crack/008-206.jpg,crack,0.93518037
NO_crack/008-224.jpg,crack,0.9399961
NO_crack/008-226.jpg,crack,0.65503544
NO_crack/008-232.jpg,NO_crack,0.18791106
NO_crack/008-54.jpg,NO_crack,0.1475118
NO_crack/008-55.jpg,crack,1.0
NO_crack/008-70.jpg,NO_crack,0.24990681
NO_crack/009-12.jpg,NO_crack,0.46848813
NO_crack/009-146.jpg,NO_crack,0.003106822
NO_crack/009-148.jpg,NO_crack,0.3699829
NO_crack/009-168.jpg,NO_crack,0.13299601
NO_crack/009-171.jpg,NO_crack,0.0530699
NO_crack/009-212.jpg,NO_crack,0.36253366
NO_crack/009-230.jpg,NO_crack,0.3637822
NO_crack/009-29.jpg,NO_crack,0.07165188
NO_crack/009-3.jpg,crack,0.9838403
NO_crack/010-102.jpg,crack,0.99737155
NO_crack/010-104.jpg,crack,0.97601056
NO_crack/010-105.jpg,NO_crack,0.16816497
NO_crack/010-127.jpg,crack,0.70868886
NO_crack/010-148.jpg,crack,0.6931689
NO_crack/010-164.jpg,NO_crack,0.41038784
NO_crack/010-176.jpg,crack,0.7547127
NO_crack/010-19.jpg,NO_crack,0.142616
NO_crack/010-197.jpg,NO_crack,0.50872546
NO_crack/010-231.jpg,crack,0.7505599
NO_crack/010-3.jpg,NO_crack,0.347276
NO_crack/010-47.jpg,NO_crack,0.3183617
NO_crack/010-50.jpg,crack,1.0
NO_crack/010-59.jpg,NO_crack,0.057327654
NO_crack/010-6.jpg,NO_crack,0.28367743
NO_crack/010-92.jpg,crack,0.99900705
NO_crack/010-93.jpg,NO_crack,0.23084573
NO_crack/011-119.jpg,crack,0.7291796
NO_crack/011-142.jpg,NO_crack,0.40718582
NO_crack/011-146.jpg,NO_crack,0.07139605
NO_crack/011-15.jpg,crack,0.92421156
NO_crack/011-159.jpg,NO_crack,0.21007195
NO_crack/011-195.jpg,crack,1.0
NO_crack/011-226.jpg,crack,0.9995889
NO_crack/011-23.jpg,crack,0.6102543
NO_crack/011-234.jpg,NO_crack,0.3858208
NO_crack/011-30.jpg,NO_crack,0.2656365
NO_crack/011-53.jpg,crack,0.99999976
NO_crack/011-97.jpg,crack,0.7835487
NO_crack/012-110.jpg,crack,0.9996954
NO_crack/012-134.jpg,NO_crack,0.035508934
NO_crack/012-189.jpg,NO_crack,0.3207001
NO_crack/012-19.jpg,NO_crack,0.1155522
NO_crack/012-199.jpg,NO_crack,0.1371866
NO_crack/012-21.jpg,NO_crack,0.092540115
NO_crack/012-211.jpg,crack,1.0
NO_crack/012-64.jpg,crack,0.8914448
NO_crack/012-71.jpg,NO_crack,0.3299659
NO_crack/013-108.jpg,NO_crack,0.40996504
NO_crack/013-113.jpg,crack,0.9987534
NO_crack/013-149.jpg,NO_crack,0.25705236
NO_crack/013-161.jpg,NO_crack,0.2126998
NO_crack/013-163.jpg,NO_crack,0.58156025
NO_crack/013-168.jpg,crack,0.9626112
NO_crack/013-170.jpg,NO_crack,0.29162097
NO_crack/013-182.jpg,crack,1.0
NO_crack/013-196.jpg,NO_crack,0.31891727
NO_crack/013-203.jpg,NO_crack,0.010423138
NO_crack/013-4.jpg,NO_crack,0.35170066
NO_crack/013-61.jpg,crack,0.8445113
NO_crack/013-73.jpg,crack,0.9999931
NO_crack/013-91.jpg,NO_crack,0.35594046
NO_crack/013-97.jpg,NO_crack,0.11208889
NO_crack/014-1.jpg,NO_crack,0.22051743
NO_crack/014-137.jpg,NO_crack,0.064966395
NO_crack/014-148.jpg,NO_crack,0.31610075
NO_crack/014-153.jpg,crack,0.99999857
NO_crack/014-154.jpg,NO_crack,0.596137
NO_crack/014-184.jpg,NO_crack,0.08143814
NO_crack/014-213.jpg,NO_crack,0.3665387
NO_crack/014-230.jpg,NO_crack,0.033143833
NO_crack/014-30.jpg,crack,0.9942654
NO_crack/014-49.jpg,NO_crack,0.26665792
NO_crack/014-57.jpg,NO_crack,0.39857122
NO_crack/014-67.jpg,NO_crack,0.4913251
NO_crack/014-74.jpg,NO_crack,0.566689
NO_crack/014-75.jpg,NO_crack,0.36090037
NO_crack/014-79.jpg,crack,0.99337584
NO_crack/015-100.jpg,NO_crack,0.3674889
NO_crack/015-106.jpg,NO_crack,0.35809883
NO_crack/015-12.jpg,crack,0.99999964
NO_crack/015-14.jpg,crack,1.0
NO_crack/015-146.jpg,crack,0.99770147
NO_crack/015-157.jpg,NO_crack,0.3392234
NO_crack/015-169.jpg,NO_crack,0.42234194
NO_crack/015-210.jpg,NO_crack,0.2223733
NO_crack/015-223.jpg,crack,0.9189719
NO_crack/015-32.jpg,NO_crack,0.27531323
NO_crack/015-34.jpg,NO_crack,0.08622306
NO_crack/015-60.jpg,NO_crack,0.23424333
NO_crack/015-77.jpg,NO_crack,0.1322128
NO_crack/015-88.jpg,NO_crack,0.4968581
NO_crack/015-94.jpg,NO_crack,0.3952125
NO_crack/015-96.jpg,NO_crack,0.5134003
NO_crack/016-100.jpg,NO_crack,0.22867101
NO_crack/016-103.jpg,crack,0.9545212
NO_crack/016-111.jpg,crack,0.7623657
NO_crack/016-124.jpg,NO_crack,0.3979387
NO_crack/016-126.jpg,NO_crack,0.27209246
NO_crack/016-142.jpg,NO_crack,0.21113245
NO_crack/016-19.jpg,NO_crack,0.4340802
NO_crack/016-191.jpg,crack,1.0
NO_crack/016-205.jpg,crack,0.99415624
NO_crack/016-213.jpg,NO_crack,0.10476673
NO_crack/016-217.jpg,NO_crack,0.07766883
NO_crack/016-34.jpg,NO_crack,0.122549765
NO_crack/016-56.jpg,crack,0.9998184
NO_crack/016-6.jpg,NO_crack,0.23387542
NO_crack/016-63.jpg,crack,1.0
NO_crack/016-71.jpg,NO_crack,0.3005912
NO_crack/016-81.jpg,NO_crack,0.1832468
NO_crack/017-121.jpg,NO_crack,0.06354127
NO_crack/017-123.jpg,crack,0.999881
NO_crack/017-153.jpg,crack,0.88984483
NO_crack/017-158.jpg,crack,0.85051453
NO_crack/017-173.jpg,NO_crack,0.110170566
NO_crack/017-184.jpg,NO_crack,0.33960974
NO_crack/017-185.jpg,NO_crack,0.013922128
NO_crack/017-230.jpg,NO_crack,0.0002391778
NO_crack/017-28.jpg,crack,0.99966013
NO_crack/017-4.jpg,crack,0.99465287
NO_crack/017-67.jpg,NO_crack,0.11070042
NO_crack/017-71.jpg,crack,0.6179251
NO_crack/017-81.jpg,crack,0.74153256
NO_crack/017-88.jpg,NO_crack,0.28180426
NO_crack/018-118.jpg,crack,0.99999774
NO_crack/018-129.jpg,NO_crack,0.20056255
NO_crack/018-159.jpg,NO_crack,0.13733463
NO_crack/018-168.jpg,NO_crack,0.09680105
NO_crack/018-171.jpg,NO_crack,0.12870982
NO_crack/018-172.jpg,NO_crack,0.21218234
NO_crack/018-180.jpg,crack,0.99988854
NO_crack/018-188.jpg,crack,1.0
NO_crack/018-214.jpg,NO_crack,0.37878433
NO_crack/018-228.jpg,NO_crack,0.35936677
NO_crack/018-38.jpg,crack,0.9711809
NO_crack/018-82.jpg,crack,0.6612542
NO_crack/018-93.jpg,NO_crack,0.16884679
NO_crack/019-13.jpg,NO_crack,0.5514051
NO_crack/019-165.jpg,NO_crack,0.06549983
NO_crack/019-179.jpg,crack,1.0
NO_crack/019-189.jpg,NO_crack,0.34675902
NO_crack/019-192.jpg,NO_crack,0.41531685
NO_crack/019-210.jpg,NO_crack,0.44562212
NO_crack/019-223.jpg,NO_crack,0.11866822
NO_crack/019-224.jpg,NO_crack,0.26250303
NO_crack/019-232.jpg,crack,0.99994576
NO_crack/019-33.jpg,crack,0.99973375
NO_crack/019-55.jpg,crack,0.99539137
NO_crack/019-70.jpg,crack,0.96265393
NO_crack/019-72.jpg,NO_crack,0.51732516
NO_crack/019-76.jpg,NO_crack,0.37719166
NO_crack/019-89.jpg,NO_crack,0.3630623
NO_crack/020-131.jpg,NO_crack,0.4059065
NO_crack/020-132.jpg,NO_crack,0.27714956
NO_crack/020-151.jpg,NO_crack,0.27946073
NO_crack/020-175.jpg,NO_crack,0.5695196
NO_crack/020-188.jpg,crack,0.99999905
NO_crack/020-193.jpg,crack,1.0
NO_crack/020-196.jpg,NO_crack,0.36188447
NO_crack/020-202.jpg,NO_crack,0.47033247
NO_crack/020-229.jpg,crack,1.0
NO_crack/020-29.jpg,NO_crack,0.04172884
NO_crack/020-45.jpg,NO_crack,0.08710951
NO_crack/020-51.jpg,NO_crack,0.13612962
NO_crack/020-68.jpg,crack,0.99999416
NO_crack/020-77.jpg,NO_crack,0.1997206
NO_crack/021-116.jpg,crack,0.9999838
NO_crack/021-128.jpg,crack,1.0
NO_crack/021-140.jpg,NO_crack,0.54370344
NO_crack/021-15.jpg,NO_crack,0.37205282
NO_crack/021-162.jpg,crack,0.83619165
NO_crack/021-203.jpg,crack,1.0
NO_crack/021-225.jpg,NO_crack,0.40429497
NO_crack/021-49.jpg,crack,0.9822939
NO_crack/021-60.jpg,crack,0.99999976
NO_crack/021-69.jpg,NO_crack,0.36170444
NO_crack/021-86.jpg,NO_crack,0.22793967
NO_crack/022-108.jpg,NO_crack,0.21983111
NO_crack/022-14.jpg,NO_crack,0.40333557
NO_crack/022-151.jpg,crack,0.9999933
NO_crack/022-17.jpg,NO_crack,0.21078387
NO_crack/022-177.jpg,NO_crack,0.24166372
NO_crack/022-185.jpg,NO_crack,0.38496912
NO_crack/022-190.jpg,NO_crack,0.17206791
NO_crack/022-210.jpg,NO_crack,0.23302862
NO_crack/022-224.jpg,NO_crack,0.014975813
NO_crack/022-40.jpg,NO_crack,0.3523482
NO_crack/022-71.jpg,NO_crack,0.3760735
NO_crack/022-83.jpg,NO_crack,0.32984242
NO_crack/023-148.jpg,NO_crack,0.53399837
NO_crack/023-169.jpg,NO_crack,0.2515582
NO_crack/023-193.jpg,NO_crack,0.39143452
NO_crack/023-195.jpg,crack,1.0
NO_crack/023-203.jpg,crack,1.0
NO_crack/023-218.jpg,NO_crack,0.19845445
NO_crack/023-220.jpg,crack,1.0
NO_crack/023-222.jpg,crack,0.7341693
NO_crack/023-29.jpg,NO_crack,0.3094931
NO_crack/023-3.jpg,NO_crack,0.06860125
NO_crack/023-43.jpg,NO_crack,0.3839556
NO_crack/023-5.jpg,crack,0.63763046
NO_crack/023-66.jpg,NO_crack,0.18529977
NO_crack/023-74.jpg,NO_crack,0.11783368
NO_crack/023-92.jpg,crack,0.9999883
NO_crack/023-93.jpg,NO_crack,0.052937724
NO_crack/023-99.jpg,crack,1.0
NO_crack/024-107.jpg,NO_crack,0.3001873
NO_crack/024-122.jpg,NO_crack,0.39772862
NO_crack/024-193.jpg,crack,0.86293095
NO_crack/024-197.jpg,NO_crack,0.21959049
NO_crack/024-20.jpg,NO_crack,0.42958903
NO_crack/024-217.jpg,NO_crack,0.05854725
NO_crack/024-230.jpg,crack,0.99107367
NO_crack/024-42.jpg,NO_crack,0.44960684
NO_crack/024-44.jpg,NO_crack,0.18376695
NO_crack/024-51.jpg,crack,1.0
NO_crack/024-86.jpg,crack,0.69504464
NO_crack/025-119.jpg,NO_crack,0.090060025
NO_crack/025-129.jpg,NO_crack,0.33187276
NO_crack/025-141.jpg,crack,1.0
NO_crack/025-156.jpg,NO_crack,0.021021213
NO_crack/025-166.jpg,NO_crack,0.43101355
NO_crack/025-183.jpg,NO_crack,0.48726642
NO_crack/025-198.jpg,NO_crack,0.36981833
NO_crack/025-204.jpg,NO_crack,0.27833626
NO_crack/025-206.jpg,crack,0.99790597
NO_crack/025-217.jpg,NO_crack,0.55475944
NO_crack/025-218.jpg,NO_crack,0.1383838
NO_crack/025-4.jpg,NO_crack,0.3375197
NO_crack/025-49.jpg,NO_crack,0.25948024
NO_crack/025-51.jpg,crack,0.98587495
NO_crack/025-71.jpg,crack,0.7571708
NO_crack/025-74.jpg,NO_crack,0.3611088
NO_crack/025-76.jpg,crack,0.9365854
NO_crack/025-77.jpg,crack,0.98822975
NO_crack/025-83.jpg,NO_crack,0.060206305
NO_crack/026-119.jpg,NO_crack,0.2571719
NO_crack/026-12.jpg,NO_crack,0.53502595
NO_crack/026-164.jpg,NO_crack,0.36044192
NO_crack/026-181.jpg,NO_crack,0.3827294
NO_crack/026-232.jpg,NO_crack,0.092402734
NO_crack/026-26.jpg,crack,1.0
NO_crack/026-27.jpg,NO_crack,0.54564077
NO_crack/026-33.jpg,crack,0.8003263
NO_crack/026-62.jpg,NO_crack,0.121875785
NO_crack/026-65.jpg,NO_crack,0.34731242
NO_crack/026-69.jpg,NO_crack,2.7600207e-05
NO_crack/026-9.jpg,NO_crack,0.019948542
NO_crack/026-94.jpg,crack,0.9999813
NO_crack/027-104.jpg,crack,0.9870291
NO_crack/027-125.jpg,NO_crack,0.24058072
NO_crack/027-137.jpg,NO_crack,0.3942685
NO_crack/027-15.jpg,NO_crack,0.36461607
NO_crack/027-176.jpg,crack,0.92545223
NO_crack/027-28.jpg,NO_crack,0.17792878
NO_crack/027-32.jpg,crack,1.0
NO_crack/028-148.jpg,crack,0.99320704
NO_crack/028-199.jpg,NO_crack,0.021588894
NO_crack/028-209.jpg,crack,1.0
NO_crack/028-30.jpg,NO_crack,0.3236028
NO_crack/028-4.jpg,NO_crack,0.3775242
NO_crack/028-45.jpg,crack,0.99999714
NO_crack/029-127.jpg,NO_crack,0.34235942
NO_crack/029-141.jpg,crack,1.0
NO_crack/029-159.jpg,NO_crack,0.3605672
NO_crack/029-17.jpg,NO_crack,3.2507814e-06
NO_crack/029-232.jpg,NO_crack,0.074265994
NO_crack/029-29.jpg,NO_crack,0.14258438
NO_crack/029-39.jpg,NO_crack,0.102267034
NO_crack/029-56.jpg,crack,0.9999999
NO_crack/029-93.jpg,NO_crack,0.36020517
NO_crack/030-116.jpg,NO_crack,0.44079405
NO_crack/030-117.jpg,NO_crack,0.59312373
NO_crack/030-122.jpg,NO_crack,0.3543514
NO_crack/030-133.jpg,NO_crack,0.059915587
NO_crack/030-142.jpg,NO_crack,0.31226042
NO_crack/030-144.jpg,NO_crack,0.36546502
NO_crack/030-206.jpg,NO_crack,0.13862981
NO_crack/030-208.jpg,NO_crack,0.18640599
NO_crack/030-47.jpg,NO_crack,0.5863808
NO_crack/030-49.jpg,NO_crack,0.08405443
NO_crack/030-57.jpg,crack,0.7841531
NO_crack/030-85.jpg,crack,0.9958379
NO_crack/031-105.jpg,NO_crack,0.37320533
NO_crack/031-138.jpg,NO_crack,0.4488968
NO_crack/031-139.jpg,NO_crack,0.19514523
NO_crack/031-153.jpg,crack,1.0
NO_crack/031-191.jpg,NO_crack,0.33768594
NO_crack/031-67.jpg,crack,1.0
NO_crack/031-68.jpg,crack,0.93809175
NO_crack/031-77.jpg,NO_crack,0.27905568
NO_crack/032-108.jpg,crack,1.0
NO_crack/032-121.jpg,crack,0.99998105
NO_crack/032-129.jpg,NO_crack,0.0065833004
NO_crack/032-150.jpg,NO_crack,0.30003718
NO_crack/032-151.jpg,crack,0.97550917
NO_crack/032-172.jpg,NO_crack,0.13237733
NO_crack/032-175.jpg,NO_crack,0.30869535
NO_crack/032-183.jpg,crack,0.99873
NO_crack/032-186.jpg,NO_crack,0.2385037
NO_crack/032-202.jpg,NO_crack,0.46798748
NO_crack/032-206.jpg,crack,0.77505463
NO_crack/032-225.jpg,crack,0.999894
NO_crack/032-29.jpg,crack,1.0
NO_crack/032-37.jpg,NO_crack,0.22007261
NO_crack/032-38.jpg,NO_crack,0.030468933
NO_crack/032-4.jpg,NO_crack,0.17631727
NO_crack/032-45.jpg,crack,1.0
NO_crack/032-57.jpg,crack,0.9999962
NO_crack/032-66.jpg,crack,0.674577
NO_crack/033-11.jpg,NO_crack,0.42906946
NO_crack/033-115.jpg,NO_crack,0.23258276
NO_crack/033-14.jpg,NO_crack,0.13855423
NO_crack/033-152.jpg,crack,0.99991715
NO_crack/033-160.jpg,crack,0.9999763
NO_crack/033-193.jpg,crack,1.0
NO_crack/033-223.jpg,crack,0.80310833
NO_crack/033-226.jpg,crack,0.6601125
NO_crack/033-31.jpg,NO_crack,0.42981046
NO_crack/033-40.jpg,NO_crack,0.40202013
NO_crack/033-59.jpg,NO_crack,0.4039982
NO_crack/033-66.jpg,crack,0.99708205
NO_crack/033-67.jpg,NO_crack,0.06382824
NO_crack/033-76.jpg,crack,1.0
NO_crack/033-9.jpg,NO_crack,0.25474626
NO_crack/034-156.jpg,NO_crack,0.06803027
NO_crack/034-159.jpg,crack,1.0
NO_crack/034-160.jpg,crack,0.9935283
NO_crack/034-162.jpg,NO_crack,0.4146368
NO_crack/034-181.jpg,NO_crack,0.45489284
NO_crack/034-234.jpg,NO_crack,0.08291552
NO_crack/034-25.jpg,NO_crack,0.25569686
NO_crack/034-56.jpg,NO_crack,0.444476
NO_crack/034-6.jpg,NO_crack,0.18603331
NO_crack/034-60.jpg,crack,1.0
NO_crack/034-87.jpg,NO_crack,0.23754513
NO_crack/035-124.jpg,NO_crack,0.3818022
NO_crack/035-143.jpg,crack,1.0
NO_crack/035-173.jpg,crack,0.995404
NO_crack/035-192.jpg,NO_crack,0.17220455
NO_crack/035-200.jpg,crack,0.9998863
NO_crack/035-206.jpg,crack,0.6882064
NO_crack/035-228.jpg,crack,1.0
NO_crack/035-231.jpg,NO_crack,0.010205663
NO_crack/035-233.jpg,crack,0.9999999
NO_crack/035-41.jpg,crack,1.0
NO_crack/035-66.jpg,NO_crack,0.3849944
NO_crack/036-114.jpg,NO_crack,0.1348558
NO_crack/036-137.jpg,NO_crack,0.33138287
NO_crack/036-149.jpg,NO_crack,0.22122951
NO_crack/036-163.jpg,crack,1.0
NO_crack/036-172.jpg,NO_crack,0.4424449
NO_crack/036-214.jpg,crack,1.0
NO_crack/036-32.jpg,NO_crack,0.060676523
NO_crack/036-33.jpg,NO_crack,0.23004583
NO_crack/036-35.jpg,NO_crack,0.2791208
NO_crack/036-42.jpg,NO_crack,0.0365131
NO_crack/036-45.jpg,crack,0.98129153
NO_crack/036-8.jpg,NO_crack,0.37917712
NO_crack/037-121.jpg,crack,1.0
NO_crack/037-141.jpg,crack,0.9432149
NO_crack/037-160.jpg,crack,0.99739045
NO_crack/037-173.jpg,NO_crack,0.13426167
NO_crack/037-19.jpg,NO_crack,0.09253753
NO_crack/037-194.jpg,NO_crack,0.17961599
NO_crack/037-202.jpg,crack,0.89089596
NO_crack/037-234.jpg,NO_crack,0.046457395
NO_crack/037-28.jpg,NO_crack,0.18081577
NO_crack/037-71.jpg,NO_crack,0.47903335
NO_crack/037-76.jpg,crack,0.9409855
NO_crack/037-84.jpg,crack,0.9984578
NO_crack/037-90.jpg,NO_crack,0.16902538
NO_crack/038-109.jpg,crack,0.9971861
NO_crack/038-111.jpg,crack,0.99999845
NO_crack/038-120.jpg,NO_crack,0.10329958
NO_crack/038-139.jpg,NO_crack,0.26423904
NO_crack/038-149.jpg,NO_crack,0.04573657
NO_crack/038-176.jpg,NO_crack,0.37052482
NO_crack/038-194.jpg,crack,1.0
NO_crack/038-208.jpg,NO_crack,0.53346586
NO_crack/038-213.jpg,NO_crack,0.060547158
NO_crack/038-30.jpg,crack,1.0
NO_crack/038-33.jpg,NO_crack,0.20744324
NO_crack/038-47.jpg,NO_crack,0.3850446
NO_crack/038-68.jpg,NO_crack,0.00092354
NO_crack/038-82.jpg,NO_crack,0.065915085
NO_crack/039-118.jpg,NO_crack,0.24397603
NO_crack/039-129.jpg,NO_crack,0.1556211
NO_crack/039-160.jpg,crack,1.0
NO_crack/039-170.jpg,crack,1.0
NO_crack/039-191.jpg,crack,1.0
NO_crack/039-196.jpg,NO_crack,0.062194537
NO_crack/039-201.jpg,NO_crack,0.39785898
NO_crack/039-202.jpg,NO_crack,0.35427904
NO_crack/039-210.jpg,NO_crack,0.34312597
NO_crack/039-214.jpg,NO_crack,0.14144339
NO_crack/039-216.jpg,NO_crack,0.34866834
NO_crack/039-233.jpg,crack,0.99886715
NO_crack/039-26.jpg,NO_crack,0.27358168
NO_crack/039-53.jpg,NO_crack,0.06774637
NO_crack/039-60.jpg,NO_crack,0.19407304
NO_crack/039-66.jpg,NO_crack,0.18186706
NO_crack/040-108.jpg,crack,0.78711057
NO_crack/040-142.jpg,crack,0.99999976
NO_crack/040-147.jpg,crack,1.0
NO_crack/040-168.jpg,crack,0.9213763
NO_crack/040-184.jpg,crack,0.6752516
NO_crack/040-185.jpg,NO_crack,0.38104552
NO_crack/040-198.jpg,crack,1.0
NO_crack/040-224.jpg,NO_crack,0.07426731
NO_crack/040-92.jpg,NO_crack,0.0750408
NO_crack/041-104.jpg,NO_crack,0.18639098
NO_crack/041-149.jpg,NO_crack,0.024735007
NO_crack/041-154.jpg,crack,0.99960536
NO_crack/041-163.jpg,NO_crack,0.13858588
NO_crack/041-182.jpg,NO_crack,0.39498103
NO_crack/041-207.jpg,NO_crack,0.30085716
NO_crack/041-210.jpg,NO_crack,0.31761542
NO_crack/041-24.jpg,NO_crack,0.07253368
NO_crack/041-36.jpg,NO_crack,0.22845654
NO_crack/041-49.jpg,NO_crack,0.12372967
NO_crack/041-54.jpg,NO_crack,0.31846693
NO_crack/041-64.jpg,NO_crack,0.3545114
NO_crack/041-74.jpg,NO_crack,0.35853472
NO_crack/041-95.jpg,crack,0.997695
NO_crack/042-111.jpg,NO_crack,0.34204203
NO_crack/042-115.jpg,crack,0.96632075
NO_crack/042-15.jpg,crack,1.0
NO_crack/042-188.jpg,NO_crack,0.30900574
NO_crack/042-205.jpg,NO_crack,0.37612033
NO_crack/042-211.jpg,NO_crack,0.186205
NO_crack/042-232.jpg,crack,1.0
NO_crack/042-49.jpg,NO_crack,0.3049535
NO_crack/042-62.jpg,NO_crack,0.00046490607
NO_crack/042-63.jpg,crack,1.0
NO_crack/042-77.jpg,NO_crack,0.3472284
NO_crack/042-84.jpg,crack,1.0
NO_crack/043-110.jpg,NO_crack,0.2003168
NO_crack/043-12.jpg,NO_crack,0.3779818
NO_crack/043-123.jpg,NO_crack,0.08280569
NO_crack/043-130.jpg,NO_crack,0.12217467
NO_crack/043-131.jpg,NO_crack,0.43271393
NO_crack/043-136.jpg,crack,1.0
NO_crack/043-142.jpg,crack,0.99945754
NO_crack/043-171.jpg,NO_crack,0.3709211
NO_crack/043-224.jpg,NO_crack,0.15315968
NO_crack/043-61.jpg,NO_crack,0.3724485
NO_crack/043-70.jpg,NO_crack,0.13435696
NO_crack/043-71.jpg,crack,1.0
NO_crack/043-8.jpg,crack,1.0
NO_crack/044-144.jpg,crack,0.9999999
NO_crack/044-148.jpg,crack,0.961017
NO_crack/044-176.jpg,crack,1.0
NO_crack/044-179.jpg,NO_crack,0.2535395
NO_crack/044-44.jpg,NO_crack,0.20361377
NO_crack/044-47.jpg,crack,0.9757186
NO_crack/044-6.jpg,crack,0.99610484
NO_crack/044-71.jpg,NO_crack,0.13913278
NO_crack/044-90.jpg,crack,1.0
NO_crack/044-96.jpg,crack,0.82070315
NO_crack/045-110.jpg,NO_crack,0.16903526
NO_crack/045-141.jpg,crack,0.97221476
NO_crack/045-147.jpg,NO_crack,0.07567987
NO_crack/045-150.jpg,NO_crack,0.2343328
NO_crack/045-179.jpg,NO_crack,0.35840356
NO_crack/045-21.jpg,NO_crack,0.14549327
NO_crack/045-22.jpg,crack,0.9997806
NO_crack/045-222.jpg,NO_crack,0.41978323
NO_crack/045-232.jpg,crack,0.9987613
NO_crack/045-3.jpg,NO_crack,0.36422145
NO_crack/045-50.jpg,crack,0.99665016
NO_crack/045-85.jpg,NO_crack,0.30136716
NO_crack/045-89.jpg,crack,0.9980627
NO_crack/046-110.jpg,crack,1.0
NO_crack/046-152.jpg,crack,0.998069
NO_crack/046-184.jpg,crack,1.0
